ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
São Luís - Bancaga,São Luís - Centro,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Estudo,Raramente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Bancaga,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,Semanalmente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Estudo,Diariamente,Madrugada (00h - 5h)
São Luís - Bancaga,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Bancaga,São Luís - Cohab,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Outros,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Bancaga,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,Santa Rita,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bequimão,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bequimão,Codó,Outros,2 a 3 vezes ao mês,Madrugada (00h - 5h)
São Luís - Bequimão ,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bequimão ,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bequimão ,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bequimão ,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bequimão ,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Alcântara,Outros,Raramente,Madrugada (00h - 5h)
São Luís - Centro,Mocagituba,Visita,Raramente,Madrugada (00h - 5h)
São Luís - Centro,Presidente Juscelino,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Cidade Operária,Trabalho,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,Barrerinhas ,Lazer / Turismo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,Paço do Lumiar,Outros,2 a 3 vezes ao mês,Noite (18h - 00h)
São Luís - Centro,Raposa,Lazer / Turismo,Raramente,Noite (18h - 00h)
São Luís - Centro,São José de Ribamar,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Serviços ,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Cidade Operária,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Cohab,Lazer / Turismo,Diariamente,Madrugada (00h - 5h)
São Luís - Centro,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Centro,Viana,Outros,Raramente,Tarde (12h - 18h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Centro,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,Bacabal,Outros,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Centro,Bacabeira,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,Barreirinhas,Lazer / Turismo,2 a 3 vezes ao mês,Madrugada (00h - 5h)
São Luís - Centro,Cantanhede ,Lazer / Turismo,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Centro,Matinha,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,Matinha ,Estudo,Raramente,Madrugada (00h - 5h)
São Luís - Centro,Morros,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Centro,Morros,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Centro,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Raposa,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,Rosário,Estudo,Semanalmente,Tarde (12h - 18h)
São Luís - Centro,São Cristóvão ,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Trabalho,Raramente,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Prestação de concursos ,Raramente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Centro,São José de Ribamar,Outros,Raramente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Lazer / Turismo,Raramente,Noite (18h - 00h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Trabalho,Semanalmente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Trabalho,Semanalmente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Trabalho,Semanalmente,Madrugada (00h - 5h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Centro,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Av Daniel de La Touche (parada do Shopping da Ilha),Trabalho,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Bancaga,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Saúde ,Semanalmente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Semanalmente,Noite (18h - 00h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Serviços ,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Outros,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Centro,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Centro,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
